EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1942,Jett,Kent,2562-07-30 00:00:00.000,2565-11-09 00:00:00.000,Production Technician II,William Thompson,jett.kent@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,Sense station management factor.,Sales,Wireline Construction,2507-02-11 00:00:00.000,MA,Laborer,Female,37830,Other,Widowed,Fully Meets,3
1943,Zander,Aguilar,2565-05-08 00:00:00.000,2565-11-17 00:00:00.000,Production Technician II,Timothy Wheeler,zander.aguilar@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Table try place week.,Sales,Shop (Fleet),2499-03-23 00:00:00.000,PA,Mechanic,Female,34057,White,Widowed,Fully Meets,3
1944,Alessandro,Chavez,2563-05-12 00:00:00.000,NULL,Production Technician II,Steve Macdonald,alessandro.chavez@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Unk,NULL,Sales,Field Operations,2506-08-20 00:00:00.000,PA,Technician,Female,80132,Asian,Married,Fully Meets,3
1945,Jaxson,Brady,2562-03-28 00:00:00.000,2565-12-10 00:00:00.000,Sales Manager,Christopher Murray DDS,jaxson.brady@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Team brother social realize town.,Sales,Engineers,2520-02-17 00:00:00.000,MA,Engineer,Female,36863,White,Married,Fully Meets,3
1946,Giovanni,Whitaker,2562-07-22 00:00:00.000,NULL,Production Technician II,James Mitchell,giovanni.whitaker@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unk,NULL,Sales,Aerial,2499-07-22 00:00:00.000,PA,Lineman,Female,76522,Other,Widowed,Fully Meets,3
1947,Karen,Goodman,2563-09-17 00:00:00.000,NULL,Sales Manager,John Chavez,karen.goodman@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Unk,NULL,Sales,General - Sga,2525-07-21 00:00:00.000,PA,Manager,Female,42775,White,Single,Fully Meets,3
1948,Skyla,Lambert,2565-07-02 00:00:00.000,2565-08-09 00:00:00.000,Production Technician II,Teresa Williamson,skyla.lambert@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Step loss place continue inside.,Sales,Splicing,2506-12-08 00:00:00.000,PA,Splicer,Female,46619,Black,Married,Fully Meets,3
1949,Ashlynn,Duffy,2562-11-30 00:00:00.000,NULL,Sales Manager,Kimberly Washington,ashlynn.duffy@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Unk,NULL,Sales,Field Operations,2493-04-04 00:00:00.000,PA,Technician,Female,63764,Hispanic,Divorced,Fully Meets,3
1950,Lilliana,Walker,2566-07-21 00:00:00.000,2566-07-21 00:00:00.000,Production Technician II,Stephanie Anderson,lilliana.walker@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Long before return human peace century team.,"Production       ",Splicing,2501-03-24 00:00:00.000,PA,Splicer,Female,30495,Asian,Married,Fully Meets,3
1951,Lindsay,Copeland,2563-08-26 00:00:00.000,2564-05-30 00:00:00.000,Sales Manager,Jeffery Snyder,lindsay.copeland@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Final send three.,Sales,Aerial,2503-10-09 00:00:00.000,MA,Foreman,Female,32929,Asian,Married,Fully Meets,3
1952,Kristin,Mccarty,2563-05-16 00:00:00.000,NULL,Sales Manager,Abigail Marks,kristin.mccarty@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,NULL,Sales,Underground,2532-07-31 00:00:00.000,PA,Laborer,Female,57392,Other,Divorced,Fully Meets,3
1953,Barbara,Sutwell,2566-04-06 00:00:00.000,2566-05-24 00:00:00.000,Production Technician I,Jeffrey Murphy,barbara.sutwell@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Any adult enter these less.,"Production       ",Finance & Accounting,2519-02-20 00:00:00.000,MA,Cfo,Female,2718,Asian,Divorced,Fully Meets,3
1954,Lenora,Tejeda,2562-02-18 00:00:00.000,2565-10-31 00:00:00.000,Production Technician II,Heather Riley,lenora.tejeda@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone C,Temporary,Voluntary,Learn yes material management Mr vote.,"Production       ",Finance & Accounting,2511-07-22 00:00:00.000,MA,Administration,Female,2129,Other,Divorced,Fully Meets,3
1955,Ludwick,Harrell,2563-10-10 00:00:00.000,NULL,Production Technician I,Jonathan Huber,ludwick.harrell@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Unk,NULL,"Production       ",Field Operations,2541-04-04 00:00:00.000,MA,Engineer,Male,1776,White,Married,Fully Meets,3
1956,Courtney,Beatrice,2564-05-15 00:00:00.000,NULL,Production Technician I,Patrick Liu,courtney.beatrice@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,NULL,"Production       ",Billable Consultants,2501-12-18 00:00:00.000,MA,Engineer,Female,1915,Black,Married,Fully Meets,3
1957,Melisa,Gerke,2562-05-13 00:00:00.000,2565-05-30 00:00:00.000,Production Technician I,Jimmy Cox,melisa.gerke@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Retirement,Prove do voice ten likely do.,"Production       ",Field Operations,2518-02-15 00:00:00.000,MA,Manager,Female,2330,Asian,Widowed,Fully Meets,3
1958,Lin,Chan,2562-07-04 00:00:00.000,NULL,Production Technician I,Neil Aguilar,lin.chan@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,NULL,"Production       ",Sales & Marketing,2533-10-18 00:00:00.000,MA,Assistant,Female,2170,Other,Married,Fully Meets,3
1959,Kamrin,Sander,2565-04-01 00:00:00.000,2565-04-28 00:00:00.000,Production Technician I,Kirsten Patel,kamrin.sander@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Voluntary,Nation fight role according team candidate.,"Production       ",Project Management - Con,2532-08-02 00:00:00.000,MA,Coordinator,Female,2154,Asian,Married,Fully Meets,3
1960,Thomas,Rhoads,2561-11-03 00:00:00.000,NULL,Production Technician I,Sean Scott,thomas.rhoads@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Unk,NULL,"Production       ",Aerial,2491-05-26 00:00:00.000,MA,Administrator,Male,2176,White,Divorced,Fully Meets,3
1961,Nina,Panjwani,2561-10-11 00:00:00.000,2565-05-04 00:00:00.000,Production Technician I,Matthew Hawkins,nina.panjwani@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Voluntary,Trip letter possible institution nothing.,"Production       ",General - Eng,2488-07-17 00:00:00.000,MA,Drafter,Female,2351,Black,Married,Fully Meets,3
1962,Megan,Faller,2566-06-25 00:00:00.000,2566-07-25 00:00:00.000,Production Technician II,Susan Gilbert,megan.faller@bilearner.com,CCDR,Active,Contract,Zone C,Part-Time,Involuntary,It likely program stay product.,"Production       ",General - Con,2494-02-18 00:00:00.000,MA,Clerk,Female,1824,Other,Divorced,Fully Meets,3
1963,Judy,Jung,2563-09-14 00:00:00.000,2564-08-31 00:00:00.000,Production Technician I,Tiffany Baker,judy.jung@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Expert wrong space Mrs popular kitchen small.,"Production       ",General - Con,2515-05-08 00:00:00.000,MA,Technician,Female,2446,Other,Married,Fully Meets,3
1964,April,Evensen,2565-12-20 00:00:00.000,2566-03-11 00:00:00.000,Production Technician I,Ashley Wagner,april.evensen@bilearner.com,EW,Terminated for Cause,Part-Time,Zone B,Part-Time,Voluntary,War good your trial second black sit.,"Production       ",Executive,2512-03-27 00:00:00.000,MA,Manager,Female,2458,Other,Married,Fully Meets,3
1965,Julissa,Hunts,2565-02-23 00:00:00.000,NULL,Production Technician II,Pamela Smith,julissa.hunts@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,NULL,"Production       ",General - Con,2492-07-31 00:00:00.000,MA,Specialist,Female,2021,White,Widowed,Fully Meets,3
1966,Kristie,Nowlan,2562-05-31 00:00:00.000,NULL,Production Technician II,Jessica Klein,kristie.nowlan@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,NULL,"Production       ",General - Con,2514-03-04 00:00:00.000,MA,Technician,Female,1040,Other,Widowed,Fully Meets,3
1967,Dawn,Motlagh,2562-01-29 00:00:00.000,NULL,Production Technician I,Molly Freeman,dawn.motlagh@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,NULL,"Production       ",General - Con,2537-12-11 00:00:00.000,MA,Flagger,Female,2453,Other,Single,Fully Meets,3
1968,Theresa,Wallace,2562-09-01 00:00:00.000,NULL,Production Technician I,Cynthia Watkins,theresa.wallace@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,NULL,"Production       ",General - Con,2498-06-29 00:00:00.000,MA,Laborer,Female,1887,Asian,Widowed,Fully Meets,3
1969,Allison,Lydon,2564-01-17 00:00:00.000,2564-06-08 00:00:00.000,Production Technician I,Derek Vargas,allison.lydon@bilearner.com,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Retirement,Indicate mother account loss really past.,"Production       ",General - Con,2518-02-10 00:00:00.000,MA,Foreman,Female,2122,White,Single,Fully Meets,3
1970,Trina,Alagbe,2565-04-21 00:00:00.000,2565-04-21 00:00:00.000,Production Technician I,Mark Bradley,trina.alagbe@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Retirement,Push must right.,"Production       ",Field Operations,2495-04-17 00:00:00.000,MA,Foreman,Female,1886,Other,Single,Fully Meets,3
1971,Betsy,Bondwell,2561-09-15 00:00:00.000,2566-07-14 00:00:00.000,Production Technician II,Christopher Rodriguez,betsy.bondwell@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Glass minute shake food determine deep.,"Production       ",General - Con,2537-02-10 00:00:00.000,MA,Lineman,Female,2210,Other,Divorced,Fully Meets,3
1972,Joe,Smith,2564-12-04 00:00:00.000,2565-01-07 00:00:00.000,Production Technician II,Caroline Little,joe.smith@bilearner.com,EW,Active,Contract,Zone A,Temporary,Involuntary,Its card benefit dream bring.,"Production       ",Field Operations,2539-01-23 00:00:00.000,MA,Laborer,Male,2045,Asian,Single,Fully Meets,3
1973,Lisa,Lunquist,2562-11-14 00:00:00.000,NULL,Production Technician II,Angela Watson,lisa.lunquist@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unk,NULL,"Production       ",General - Con,2534-10-10 00:00:00.000,MA,Laborer,Female,2324,Black,Married,Fully Meets,3
1974,Jene'ya,Darson,2564-04-14 00:00:00.000,NULL,Production Technician I,Robert Joseph,jene'ya.darson@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Unk,NULL,"Production       ",Aerial,2511-12-29 00:00:00.000,MA,Supervisor,Female,2110,White,Widowed,Fully Meets,3
1975,Hunter,Cannon,2562-04-14 00:00:00.000,NULL,Production Technician I,Logan Ball,hunter.cannon@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Unk,NULL,"Production       ",Project Management - Con,2484-10-31 00:00:00.000,MA,Manager,Female,10062,Other,Divorced,Fully Meets,3
1976,Jon,Lynn,2564-01-09 00:00:00.000,NULL,Production Technician I,Steven Ramos,jon.lynn@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,NULL,"Production       ",Finance & Accounting,2488-02-16 00:00:00.000,MA,Administration,Female,82592,White,Single,Fully Meets,3
1977,Paxton,Clarke,2565-12-26 00:00:00.000,2566-07-04 00:00:00.000,Production Technician I,Ashley Williams,paxton.clarke@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone B,Full-Time,Voluntary,Before room than city she.,"Production       ",Field Operations,2495-09-22 00:00:00.000,MA,Technician,Female,4549,White,Single,Fully Meets,3
1978,Lillian,Hines,2564-10-05 00:00:00.000,2566-07-02 00:00:00.000,Production Technician I,James Foster,lillian.hines@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Economy choice authority responsibility.,"Production       ",Finance & Accounting,2519-12-22 00:00:00.000,MA,Administration,Female,61287,Other,Divorced,Fully Meets,3
1979,Liam,Snow,2565-09-25 00:00:00.000,2566-03-27 00:00:00.000,Production Technician I,Christopher Sanford,liam.snow@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Voluntary,Let create wind fast gun heavy cold.,"Production       ",Engineers,2515-03-25 00:00:00.000,MA,Engineer,Female,61958,Asian,Single,Fully Meets,3
1980,Arianna,Horton,2564-11-10 00:00:00.000,NULL,Production Technician I,Heather Ramirez,arianna.horton@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Unk,NULL,"Production       ",General - Con,2533-06-16 00:00:00.000,MA,Manager,Female,37701,Hispanic,Married,Fully Meets,3
1981,Ayanna,Short,2564-04-08 00:00:00.000,2566-07-16 00:00:00.000,Production Technician I,Amanda Mills,ayanna.short@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Involuntary,Prevent involve hundred price.,"Production       ",General - Con,2536-11-14 00:00:00.000,MA,Foreman,Male,19755,Black,Divorced,Fully Meets,3
1982,Steve,Charles,2561-11-14 00:00:00.000,NULL,Production Technician I,Jordan Cox,steve.charles@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unk,NULL,"Production       ",General - Sga,2523-05-24 00:00:00.000,MA,Manager,Female,48632,Hispanic,Married,Fully Meets,3
1983,Ricardo,Bruce,2563-03-14 00:00:00.000,2565-10-22 00:00:00.000,Production Technician I,Daniel Huff,ricardo.bruce@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Resignation,Hold left direction. Ahead investment she.,"Production       ",General - Con,2499-11-26 00:00:00.000,MA,Laborer,Female,31391,Asian,Widowed,Fully Meets,3
1984,Laura,Gutierrez,2563-06-24 00:00:00.000,NULL,Production Technician I,Samantha Bryant,laura.gutierrez@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,NULL,"Production       ",Catv,2491-02-11 00:00:00.000,MA,Splicer,Female,8522,Black,Single,Fully Meets,3
1985,Braxton,Rojas,2566-03-19 00:00:00.000,2566-04-04 00:00:00.000,Production Technician I,Hunter Cervantes,braxton.rojas@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Resignation,Race least white while real huge.,"Production       ",General - Con,2506-11-09 00:00:00.000,MA,Lineman,Female,88359,White,Widowed,Fully Meets,3
1986,Sage,Mercer,2565-08-15 00:00:00.000,NULL,Production Technician I,Samantha Wyatt,sage.mercer@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Unk,NULL,"Production       ",Executive,2492-02-18 00:00:00.000,MA,Director,Female,21326,Black,Divorced,Fully Meets,3
1987,Chase,Horn,2561-11-09 00:00:00.000,NULL,Production Technician I,Richard Davis II,chase.horn@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Unk,NULL,"Production       ",General - Sga,2510-05-27 00:00:00.000,MA,Administrator,Female,75570,White,Single,Fully Meets,3
1988,Juliana,Dyer,2561-11-23 00:00:00.000,2562-08-19 00:00:00.000,Production Technician I,Lisa Jones,juliana.dyer@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Retirement,Seven president one. Wind education reveal old.,"Production       ",Field Operations,2532-10-26 00:00:00.000,MA,Laborer,Female,97548,Black,Single,Fully Meets,3
1989,Alec,Stephens,2563-02-25 00:00:00.000,NULL,Production Technician II,Jessica Garcia,alec.stephens@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,NULL,"Production       ",Field Operations,2543-06-14 00:00:00.000,MA,Groundman,Female,51952,Other,Married,Fully Meets,3
1990,Adriana,Weber,2563-05-16 00:00:00.000,2565-05-18 00:00:00.000,Production Technician II,Jacqueline Jackson,adriana.weber@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Resignation,To prevent method stand decision.,"Production       ",Field Operations,2490-09-18 00:00:00.000,MA,Laborer,Female,46806,Black,Divorced,Fully Meets,3
1991,Lola,Hensley,2562-06-18 00:00:00.000,2566-07-05 00:00:00.000,Production Technician II,Kimberly Fox,lola.hensley@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Involuntary,Best candidate this seem soldier summer.,"Production       ",General - Con,2492-01-01 00:00:00.000,MA,Technician,Female,67662,Other,Married,Fully Meets,3
1992,Shamar,Delgado,2562-05-20 00:00:00.000,2564-03-30 00:00:00.000,Production Technician II,Melissa Welch,shamar.delgado@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Involuntary,Create who sound worry ground.,"Production       ",General - Con,2493-02-25 00:00:00.000,MA,Laborer,Female,74114,White,Divorced,Fully Meets,3
1993,Emmanuel,Huang,2563-10-16 00:00:00.000,2564-02-12 00:00:00.000,Production Technician II,James Ferguson,emmanuel.huang@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Voluntary,Stuff oil customer fact billion there.,"Production       ",Field Operations,2515-07-21 00:00:00.000,MA,Technician,Female,54589,Hispanic,Divorced,Fully Meets,3
1994,Brenna,Decker,2565-07-01 00:00:00.000,2565-11-03 00:00:00.000,Production Technician II,Michael Pope,brenna.decker@bilearner.com,MSC,Active,Full-Time,Zone A,Full-Time,Voluntary,Party course morning also blue.,"Production       ",General - Con,2531-12-29 00:00:00.000,MA,Lineman,Female,43526,Other,Single,Fully Meets,3
1995,Averie,Wolfe,2565-12-17 00:00:00.000,NULL,Production Technician II,Brandon Jones,averie.wolfe@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Unk,NULL,"Production       ",Field Operations,2521-08-06 00:00:00.000,MA,Driller,Female,22396,Other,Married,Fully Meets,3
1996,Gaige,Marsh,2564-10-24 00:00:00.000,2564-11-21 00:00:00.000,Production Technician II,Carrie Davidson,gaige.marsh@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Resignation,Win join best machine feel.,"Production       ",Aerial,2535-07-10 00:00:00.000,MA,Lineman,Female,92216,White,Single,Fully Meets,3
1997,Karli,Ross,2562-02-28 00:00:00.000,2562-10-11 00:00:00.000,Production Technician II,Ricky Stephens,karli.ross@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Retirement,Tv she everybody picture budget.,"Production       ",Wireline Construction,2533-06-09 00:00:00.000,MA,Project Manager,Female,64180,Asian,Divorced,Fully Meets,3
1998,Amiyah,Beasley,2565-03-24 00:00:00.000,NULL,Production Technician II,Kathleen Gonzalez,amiyah.beasley@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unk,NULL,"Production       ",General - Con,2542-02-21 00:00:00.000,MA,Laborer,Female,34377,Black,Widowed,Fully Meets,3
1999,Kayla,Gibbs,2564-10-17 00:00:00.000,2565-11-12 00:00:00.000,Production Technician II,Leslie Hernandez,kayla.gibbs@bilearner.com,PL,Active,Contract,Zone A,Temporary,Involuntary,Agreement cell total play relate.,"Production       ",Field Operations,2486-06-22 00:00:00.000,MA,Locator,Female,65306,Other,Widowed,Fully Meets,3
2000,Jocelyn,Jackson,2565-05-13 00:00:00.000,2565-09-12 00:00:00.000,Production Technician I,Judith Ryan,jocelyn.jackson@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Involuntary,Staff summer fire my game kitchen.,"Production       ",General - Con,2506-07-07 00:00:00.000,MA,Flagger,Female,29557,Black,Widowed,Fully Meets,3
2001,Gilbert,Newman,2562-10-09 00:00:00.000,2566-01-06 00:00:00.000,Production Technician I,Kimberly Meyer,gilbert.newman@bilearner.com,SVG,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Use eight hot bar board realize without.,"Production       ",Yard (Material Handling),2520-08-17 00:00:00.000,MA,Coordinator,Female,18299,White,Widowed,Fully Meets,3
2002,Roberto,Rosales,2561-10-12 00:00:00.000,2566-07-21 00:00:00.000,Production Technician I,Amanda Garcia,roberto.rosales@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Temporary,Involuntary,Onto work name back goal claim reduce.,"Production       ",General - Con,2533-05-25 00:00:00.000,MA,Laborer,Female,81634,White,Married,Fully Meets,3
2003,Justice,Rhodes,2563-04-13 00:00:00.000,2565-11-28 00:00:00.000,Production Technician I,Kathleen Hayes,justice.rhodes@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Number environmental next shoulder kid move away.,"Production       ",Shop (Fleet),2528-07-01 00:00:00.000,MA,Welder,Female,48650,Other,Married,Fully Meets,3
2004,Adyson,Esparza,2564-04-25 00:00:00.000,NULL,Production Technician I,Michael Austin,adyson.esparza@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,NULL,"Production       ",Engineers,2544-04-05 00:00:00.000,MA,Engineer,Female,72181,Other,Divorced,Fully Meets,3
2005,Laci,Baird,2561-12-21 00:00:00.000,2565-11-16 00:00:00.000,Production Technician I,Glenn Rollins,laci.baird@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Point himself deep audience upon door too.,"Production       ",Splicing,2490-03-09 00:00:00.000,MA,Laborer,Female,53844,Asian,Widowed,Fully Meets,3
2006,Samson,Meza,2564-09-19 00:00:00.000,NULL,Production Technician I,Renee Valentine,samson.meza@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Unk,NULL,"Production       ",Executive,2516-10-23 00:00:00.000,MA,Chief Operating Officer,Male,72825,Other,Married,Fully Meets,3
2007,Deacon,Bass,2563-12-15 00:00:00.000,NULL,Production Technician I,Elizabeth Stewart,deacon.bass@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unk,NULL,"Production       ",Splicing,2522-05-05 00:00:00.000,MA,Splicer,Female,10308,Black,Widowed,Fully Meets,3
2008,Kaila,Johnston,2562-07-15 00:00:00.000,2563-01-13 00:00:00.000,Production Technician I,Michelle Taylor,kaila.johnston@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Voluntary,Follow yourself child to foot.,"Production       ",Field Operations,2484-09-03 00:00:00.000,MA,Lineman,Female,67443,Asian,Widowed,Fully Meets,3
2009,Cayden,Maynard,2564-11-17 00:00:00.000,NULL,Production Technician I,Alexander Parker,cayden.maynard@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unk,NULL,"Production       ",Project Management - Con,2540-10-01 00:00:00.000,MA,Engineer,Female,9141,White,Widowed,Fully Meets,3
2010,Araceli,Mcguire,2566-02-04 00:00:00.000,2566-06-24 00:00:00.000,Production Technician I,Eric Vincent,araceli.mcguire@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Resignation,Food shake indicate cost happen up president.,"Production       ",Catv,2492-03-07 00:00:00.000,MA,Laborer,Female,71663,Hispanic,Married,Fully Meets,3
2011,Naomi,Hardin,2565-07-03 00:00:00.000,2565-07-12 00:00:00.000,Production Technician I,Nichole Jordan,naomi.hardin@bilearner.com,EW,Active,Contract,Zone B,Temporary,Retirement,Institution window ability miss recently around.,"Production       ",Finance & Accounting,2537-08-06 00:00:00.000,MA,Clerk,Female,91439,Asian,Married,Fully Meets,3
2012,Darnell,Eaton,2563-01-24 00:00:00.000,2565-09-14 00:00:00.000,Production Technician I,Jason Kennedy,darnell.eaton@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Billion turn account cut spring.,"Production       ",General - Sga,2527-06-06 00:00:00.000,MA,Vp,Female,44651,White,Single,Fully Meets,3
2013,Zariah,Ritter,2562-07-07 00:00:00.000,2564-03-27 00:00:00.000,Production Technician I,Crystal Johnson,zariah.ritter@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Voluntary,Maintain score scene attack face try wish.,"Production       ",General - Con,2495-04-08 00:00:00.000,MA,Foreman,Female,61363,Black,Widowed,Fully Meets,3
2014,Malaki,Richards,2565-03-13 00:00:00.000,NULL,Production Technician II,Corey Roberts,malaki.richards@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Unk,NULL,"Production       ",Splicing,2527-11-11 00:00:00.000,MA,Technician,Female,6175,Asian,Divorced,Fully Meets,3
2015,Markus,Robles,2566-06-02 00:00:00.000,NULL,Production Technician II,Nicholas Torres,markus.robles@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,NULL,"Production       ",Engineers,2535-03-05 00:00:00.000,MA,Engineer,Female,23634,White,Widowed,Fully Meets,3
2016,Angela,Kaufman,2564-04-08 00:00:00.000,NULL,Production Technician II,Amy Durham,angela.kaufman@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,NULL,"Production       ",Field Operations,2501-10-01 00:00:00.000,MA,Lineman,Female,66919,White,Widowed,Fully Meets,3
2017,Shaniya,Wolfe,2562-12-02 00:00:00.000,NULL,Production Technician II,Miguel Brown,shaniya.wolfe@bilearner.com,PL,Active,Full-Time,Zone B,Part-Time,Unk,NULL,"Production       ",Aerial,2514-04-17 00:00:00.000,MA,Laborer,Female,10719,Black,Single,Fully Meets,3
2018,Anya,Morton,2565-03-09 00:00:00.000,2566-05-18 00:00:00.000,Production Technician II,Kimberly Roth,anya.morton@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Retirement,Various various decide per clear miss.,"Production       ",Yard (Material Handling),2529-01-27 00:00:00.000,MA,Runner,Female,86107,Asian,Divorced,Fully Meets,3
2019,Emery,Peck,2565-03-26 00:00:00.000,NULL,Production Technician II,Danielle Little,emery.peck@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Unk,NULL,"Production       ",Field Operations,2520-01-08 00:00:00.000,MA,Laborer,Female,65810,White,Widowed,Fully Meets,3
2020,Angelique,Mathis,2564-05-08 00:00:00.000,2565-08-05 00:00:00.000,Production Technician II,Allison Fox,angelique.mathis@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Involuntary,Law safe yard market likely wife case action.,"Production       ",Wireline Construction,2489-02-14 00:00:00.000,MA,Billing,Female,47869,Black,Widowed,Fully Meets,3
2021,Marlee,Woods,2565-11-29 00:00:00.000,NULL,Production Technician II,Christine Salas,marlee.woods@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Unk,NULL,"Production       ",Field Operations,2498-12-11 00:00:00.000,MA,Foreman,Female,54120,Asian,Widowed,Fully Meets,3
2022,Jocelyn,Valentine,2562-05-24 00:00:00.000,NULL,Production Technician II,Stephanie Bridges,jocelyn.valentine@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unk,NULL,"Production       ",Wireless,2484-08-30 00:00:00.000,MA,Operator,Female,21322,White,Divorced,Fully Meets,3
2023,Sophie,Moran,2565-01-29 00:00:00.000,2565-04-23 00:00:00.000,Production Technician II,Sara Chapman,sophie.moran@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Retirement,Leave probably series even avoid.,"Production       ",General - Con,2505-08-04 00:00:00.000,MA,Foreman,Female,31287,Hispanic,Divorced,Fully Meets,3
2024,Yair,Snyder,2564-07-06 00:00:00.000,2565-03-14 00:00:00.000,Production Technician II,Troy Price,yair.snyder@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Retirement,Range create to drive.,"Production       ",Field Operations,2534-03-25 00:00:00.000,MA,Coordinator,Female,5063,Asian,Single,Fully Meets,3
2025,Shamar,Herman,2564-01-29 00:00:00.000,2566-02-12 00:00:00.000,Production Technician II,Jason Johnson,shamar.herman@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Resignation,Form prepare beat focus direction marriage.,"Production       ",Field Operations,2518-04-11 00:00:00.000,MA,Laborer,Female,90678,Asian,Single,Fully Meets,3
